alert_key,cust_id,risk_rank,occupation_code,total_asset,AGE,date,tx_time,amt,sar_flag
203278,1898,3,8.0,85276.0,4,70,2.0,806471.0,0.0
203280,238,1,17.0,7836166.0,4,70,6.0,16715750.662,0.0
203283,4,2,13.0,406.0,5,70,2.0,176854.0,0.0
203287,4235,3,9.0,381682.0,4,70,6.0,288850.0,0.0
203288,1375,3,11.0,525861.0,4,70,3.0,264432.0,0.0
203289,2183,1,19.0,307645.0,4,70,2.0,206239.0,0.0
203292,4970,3,18.0,1108371.0,4,70,3.0,34874.0,0.0
203293,1728,3,14.0,705869.0,2,70,3.0,29090.0,0.0
203296,5847,1,17.0,34119.0,2,70,0.0,0.0,0.0
203299,6723,3,12.0,387783.0,2,70,1.0,121029.0,0.0
203301,3437,1,9.0,5548.0,2,70,0.0,0.0,0.0
203302,7184,1,9.0,35185.0,2,70,0.0,0.0,0.0
203304,6413,1,4.0,86851.0,2,70,4.0,39233961.83,0.0
203307,1112,1,19.0,849614.0,4,70,1.0,2068563.0,0.0
203315,1192,1,19.0,0.0,3,70,0.0,0.0,0.0
203416,6077,3,18.0,73750.0,6,70,0.0,0.0,0.0
203426,6938,3,19.0,517367.0,5,70,23.0,1793537.81,0.0
203428,2548,3,16.0,667.0,4,70,2.0,129112.0,0.0
203433,607,3,9.0,643219.0,4,70,5.0,138584.0,0.0
203435,5288,3,19.0,300.0,4,70,0.0,0.0,0.0
203441,5864,1,19.0,9268194.0,6,70,3.0,48671.0,0.0
203442,4190,3,7.0,725.0,6,70,1.0,11766.0,0.0
203446,936,3,12.0,3034201.0,5,70,0.0,0.0,0.0
203452,1483,1,15.0,0.0,3,70,0.0,0.0,0.0
203457,3395,1,18.0,104.0,3,70,8.0,94486.86499999999,1.0
203491,3885,3,12.0,94132.0,4,70,2.0,83560.0,0.0
203550,4962,3,12.0,167676.0,3,70,166.0,2057789.0,0.0
203553,1428,1,12.0,553853.0,7,70,2.0,45383.0,0.0
203556,2066,1,19.0,418089.0,6,70,1.0,2027496.0,0.0
203569,97,1,17.0,338594.0,5,70,3.0,1952.0,0.0
203570,7173,1,17.0,36060.0,5,70,4.0,90695.0,0.0
203571,6074,1,19.0,63878.0,5,70,20.0,1376486.0,0.0
203574,6360,3,17.0,2041635.0,4,70,2.0,1432.0,0.0
203577,2294,3,8.0,641907.0,4,70,5.0,616522.0,0.0
203578,3582,1,18.0,338741.0,3,70,5.0,734679.0,0.0
203579,6006,1,17.0,44373.0,4,70,3.0,37595.0,0.0
203580,6347,3,19.0,329910.0,4,70,8.0,1124793.0,0.0
203581,5251,1,12.0,111173.0,3,70,4.0,6245708.433,0.0
203583,2091,1,12.0,4113.0,3,70,0.0,0.0,0.0
203585,7638,1,17.0,0.0,3,70,0.0,0.0,0.0
203586,2856,1,17.0,89794.0,3,70,14.0,2018914.22,0.0
203588,3479,3,9.0,687631.0,3,70,1.0,1031.0,0.0
203589,7321,3,12.0,286125.0,3,70,2.0,16942.0,0.0
203592,4876,3,12.0,3247418.0,2,70,2.0,120358.0,0.0
203600,7257,3,12.0,107658.0,3,70,12.0,354423.0,0.0
203658,6767,2,9.0,1383438.0,3,70,16.0,2045265.046,0.0
203659,6458,3,15.0,51073.0,4,70,2.0,4342.0,0.0
203728,2088,1,19.0,38154.0,6,71,2.0,48720.0,0.0
203737,5292,1,19.0,143.0,6,71,4.0,7725072.06,1.0
203748,2496,1,17.0,0.0,4,71,0.0,0.0,0.0
203751,4097,1,17.0,3492.0,6,71,0.0,0.0,0.0
203752,1898,3,8.0,85276.0,4,71,2.0,403827.0,0.0
203753,4,2,13.0,406.0,5,71,0.0,0.0,0.0
203761,5261,1,12.0,470999.0,2,71,1.0,1579.0,0.0
203762,3899,3,13.0,537064.0,4,71,2.0,22278.0,0.0
203765,7473,3,12.0,0.0,3,71,0.0,542717.0,0.0
203766,5847,1,17.0,34119.0,2,71,0.0,0.0,0.0
203769,6341,1,18.0,557613.0,3,71,0.0,0.0,0.0
203770,6413,1,4.0,86851.0,2,71,5.0,6822778.100000001,0.0
203771,507,1,9.0,3823.0,2,71,2.0,548583.0,0.0
203772,1112,1,19.0,849614.0,4,71,0.0,6716.0,0.0
203778,4460,3,12.0,274311.0,4,71,11.0,42816.0,0.0
203779,5324,3,5.0,0.0,2,71,5.0,2599889.9299999997,0.0
203782,759,3,12.0,359971.0,2,71,7.0,8545115.77,0.0
203792,5243,1,12.0,94350.0,3,71,1.0,86171.28,0.0
203875,4962,3,12.0,167676.0,3,71,205.0,3131763.0,0.0
203877,1428,1,12.0,553853.0,7,71,1.0,5145.0,0.0
203889,6998,1,19.0,0.0,4,71,0.0,0.0,0.0
203892,480,3,15.0,233243.0,4,71,3.0,68247264.42,0.0
203898,2502,1,4.0,7423.0,4,71,40.0,1736815.0,0.0
203901,2294,3,8.0,641907.0,4,71,2.0,718738.0,0.0
203902,4329,1,19.0,200627.0,3,71,3.0,723.0,0.0
203903,1980,3,18.0,867571.0,3,71,159.0,71548326.0,1.0
203904,3582,1,18.0,338741.0,3,71,3.0,142539.0,0.0
203905,6006,1,17.0,44373.0,4,71,3.0,1538.0,0.0
203910,2856,1,17.0,89794.0,3,71,2.0,35497.0,0.0
203914,4876,3,12.0,3247418.0,2,71,2.0,68675.0,0.0
203915,1470,1,17.0,217162.0,3,71,3.0,17998.0,0.0
203921,3661,3,12.0,273900.0,3,71,3.0,822.1360999999999,0.0
203923,4214,3,17.0,375960.0,3,71,5.0,983684.0,0.0
203928,3503,1,19.0,236325.0,2,71,12.0,1787934.0,0.0
203930,4701,1,19.0,49485.0,2,71,3.0,31296.0,0.0
204012,2846,1,12.0,0.0,2,71,0.0,388963.0,0.0
204029,40,3,19.0,1246894.0,4,71,425.0,1306551.0,0.0
204032,3937,1,17.0,2561142.0,5,71,3.0,155489.21000000002,0.0
204033,664,1,9.0,1551922.0,4,71,4.0,5744919.08,0.0
204037,6735,3,12.0,0.0,3,71,0.0,1747019.0,0.0
204039,1077,1,9.0,85396.0,5,71,1.0,8219.0,0.0
204040,120,3,14.0,686522.0,4,71,27.0,30290.0,0.0
204044,5817,3,12.0,152957.0,3,71,2.0,218363.0,0.0
204045,2722,3,13.0,48468.0,3,71,3.0,2248.0,0.0
204046,1601,2,12.0,410310.0,3,71,6.0,983623.969,0.0
204049,540,1,12.0,309507.0,3,71,4.0,59898.0,0.0
204050,1042,1,4.0,372193.0,4,71,11.0,33733556.38999999,0.0
204051,2924,1,17.0,0.0,6,71,0.0,117800.0,0.0
204055,6231,2,12.0,212042.0,3,71,3.0,36252.539000000004,0.0
204056,4301,3,12.0,674132.0,3,71,3.0,1076.0,0.0
204061,6793,3,17.0,270159.0,4,71,6.0,499607.0,0.0
204062,1978,1,19.0,5090.0,2,71,0.0,0.0,0.0
204063,724,3,17.0,1153539.0,3,71,22.0,11594280.0,0.0
204064,4213,1,9.0,711.0,3,71,4.0,9089.0,0.0
204065,5177,1,19.0,1992324.0,4,71,9.0,451523.0,0.0
204071,251,1,19.0,133447.0,2,71,7.0,2357784.0,0.0
204076,5482,3,5.0,207488.0,2,71,20.0,4612.644,0.0
204146,5266,1,19.0,10523.0,6,71,0.0,0.0,0.0
204162,2801,3,12.0,528040.0,6,71,7.0,2809196.278,0.0
204164,6433,1,3.0,2912216.0,6,71,11.0,736.064,0.0
204165,6938,3,19.0,517367.0,5,71,19.0,19032670.965,0.0
204172,7540,3,17.0,1619863.0,4,71,24.0,2438558.0,0.0
204174,3376,1,17.0,230870.0,5,71,6.0,682311.0,0.0
204175,4657,3,9.0,100303.0,5,71,2.0,2979.0,0.0
204177,607,3,9.0,643219.0,4,71,5.0,207901.0,0.0
204180,5864,1,19.0,9268194.0,6,71,3.0,1266295.0,0.0
204181,3954,1,12.0,61081.0,4,71,8.0,180996.0,0.0
204182,5144,3,19.0,35942.0,6,71,13.0,662213.0,0.0
204186,6651,3,14.0,0.0,4,71,0.0,1808.0,0.0
204189,536,1,4.0,923283.0,2,71,3.0,7837.0,0.0
204191,255,3,19.0,190891.0,3,71,8.0,3645339.0,0.0
204193,220,1,17.0,279434.0,3,71,6.0,18873418.085,1.0
204194,2724,1,9.0,72967.0,2,71,4.0,52118.0,0.0
204196,2071,3,19.0,44461.0,3,71,4.0,1485684.0,0.0
204200,1832,1,19.0,23241.0,2,71,0.0,0.0,0.0
204206,4650,1,13.0,2406.0,3,71,0.0,0.0,0.0
204211,3407,1,19.0,2409.0,2,71,0.0,0.0,0.0
204394,4962,3,12.0,167676.0,3,75,94.0,2322674.0,0.0
204425,1358,3,12.0,376160.0,4,75,3.0,99599.0,0.0
204426,4944,1,4.0,467385.0,4,75,2.0,3890670.0,0.0
204428,2122,1,17.0,0.0,5,75,0.0,0.0,0.0
204429,3084,2,17.0,125914.0,4,75,4.0,225340.664,0.0
204433,2858,1,19.0,0.0,5,75,0.0,0.0,0.0
204435,1578,1,9.0,506.0,6,75,0.0,0.0,0.0
204436,7150,3,12.0,119287.0,4,75,1.0,5181.0,0.0
204441,7065,1,19.0,1150216.0,2,75,10.0,890989.0,0.0
204442,2294,3,8.0,641907.0,4,75,4.0,1778732.0,0.0
204445,3582,1,18.0,338741.0,3,75,0.0,0.0,0.0
204446,7043,1,17.0,659983.0,3,75,2.0,6079.0,0.0
204447,6006,1,17.0,44373.0,4,75,8.0,135329.0,0.0
204452,1819,3,12.0,321913.0,2,75,2.0,2347.0,0.0
204457,2856,1,17.0,89794.0,3,75,13.0,1893550.0,0.0
204461,3723,1,9.0,0.0,3,75,1.0,4.0,0.0
204463,4876,3,12.0,3247418.0,2,75,2.0,69246.0,0.0
204466,1470,1,17.0,217162.0,3,75,4.0,25436.0,0.0
204469,7477,2,17.0,85140.0,2,75,4.0,1026900.734,0.0
204473,863,3,17.0,1139113.0,3,75,11.0,298334.0,0.0
204474,1353,1,18.0,137715.0,3,75,2.0,1659432.0,0.0
204475,3811,3,17.0,868620.0,3,75,17.0,8541233.42,0.0
204481,202,1,19.0,25648.0,3,75,3.0,30362719.835000005,0.0
204484,4701,1,19.0,49485.0,2,75,4.0,181516.0,0.0
204559,6458,3,15.0,51073.0,4,75,6.0,22011.0,0.0
204586,4498,3,17.0,2994.0,3,75,9.0,1686685.24,0.0
204587,2846,1,12.0,0.0,2,75,0.0,126330.0,0.0
204592,7331,1,19.0,2495277.0,6,75,2.0,445157.51499999996,0.0
204593,5571,1,12.0,73233.0,6,75,0.0,0.0,0.0
204597,4806,1,17.0,1810071.0,5,75,6.0,679.0,0.0
204611,40,3,19.0,1246894.0,4,75,396.0,1607220.0,0.0
204615,376,1,19.0,8227585.0,5,75,1.0,540535.0,0.0
204616,3937,1,17.0,2561142.0,5,75,2.0,117310.57500000001,0.0
204622,1747,3,17.0,30886.0,4,75,13.0,97141.0,0.0
204624,2507,1,17.0,12534.0,3,75,8.0,98561.0,0.0
204625,1183,1,13.0,21562.0,5,75,1.0,61.0,0.0
204627,5262,1,19.0,37096.0,4,75,2.0,28557.0,0.0
204629,5416,1,10.0,192238.0,3,75,0.0,0.0,0.0
204630,3326,2,9.0,358045.0,4,75,3.0,376436.305,0.0
204633,120,3,14.0,686522.0,4,75,38.0,57537.0,0.0
204639,5817,3,12.0,152957.0,3,75,0.0,1.0,1.0
204641,2722,3,13.0,48468.0,3,75,4.0,63199.0,0.0
204646,6508,1,19.0,14428.0,3,75,0.0,0.0,0.0
204648,3948,1,5.0,130391.0,2,75,3.0,134815.125,0.0
204649,7387,3,12.0,5768.0,4,75,5.0,724150.0,0.0
204650,2574,1,17.0,0.0,3,75,0.0,0.0,0.0
204651,540,1,12.0,309507.0,3,75,5.0,70525.0,0.0
204652,5724,3,19.0,1556157.0,4,75,3.0,18519.884000000002,0.0
204653,109,1,5.0,44065.0,2,75,1.0,1021.0,0.0
204654,3461,3,14.0,870909.0,3,75,10.0,230310.0,0.0
204655,2924,1,17.0,0.0,6,75,0.0,147350.0,0.0
204657,7247,1,13.0,772.0,3,75,14.0,1016046.0,0.0
204660,272,1,12.0,165906.0,3,75,4.0,1884434.0,0.0
204662,2149,1,9.0,8060.0,3,75,0.0,0.0,0.0
204666,724,3,17.0,1153539.0,3,75,27.0,18779394.0,0.0
204668,6906,1,19.0,8237.0,3,75,0.0,0.0,0.0
204673,2638,3,13.0,2209282.0,3,75,7.0,54356.0,0.0
204677,251,1,19.0,133447.0,2,75,10.0,29637.0,0.0
204679,2779,1,12.0,82644.0,2,75,4.0,25542.0,0.0
204680,5190,1,5.0,15818.0,2,75,0.0,0.0,0.0
204682,5482,3,5.0,207488.0,2,75,14.0,2854.2490000000003,0.0
204750,2577,1,0.0,0.0,3,75,0.0,0.0,0.0
204783,2496,1,17.0,0.0,4,75,0.0,0.0,0.0
204787,5533,3,17.0,80310.0,5,75,2.0,1075087.0,0.0
204788,3231,1,16.0,3600306.0,5,75,2.0,9813.0,0.0
204790,1898,3,8.0,85276.0,4,75,3.0,203343.0,0.0
204794,4,2,13.0,406.0,5,75,0.0,0.0,0.0
204795,2132,3,7.0,2091352.0,4,75,8.0,63022.0,0.0
204801,4774,1,12.0,907408.0,4,75,10.0,215276.0,1.0
204804,5844,1,17.0,19562357.0,4,75,2.0,148712.16,0.0
204806,4970,3,18.0,1108371.0,4,75,1.0,61568.0,0.0
204808,4760,3,19.0,170022.0,3,75,1.0,3615.0,0.0
204810,7473,3,12.0,0.0,3,75,0.0,176193.0,0.0
204811,6387,1,12.0,345877.0,3,75,0.0,0.0,0.0
204812,6723,3,12.0,387783.0,2,75,3.0,235821.0,0.0
204815,6341,1,18.0,557613.0,3,75,0.0,0.0,0.0
204816,7678,1,9.0,213168.0,2,75,19.0,833535.0,1.0
204818,697,1,18.0,484391.0,2,75,2.0,1005687.0,1.0
204819,1112,1,19.0,849614.0,4,75,2.0,2583.0,0.0
204823,3506,1,19.0,2037.0,3,75,0.0,0.0,0.0
204824,4460,3,12.0,274311.0,4,75,6.0,18795.0,0.0
204826,3786,1,5.0,106532.0,2,75,0.0,0.0,0.0
204829,759,3,12.0,359971.0,2,75,18.0,2457772.4899999998,0.0
204831,4775,1,17.0,0.0,2,75,8.0,6924.0,0.0
204836,3993,3,19.0,277696.0,3,75,3.0,399970.52,0.0
204839,5243,1,12.0,94350.0,3,75,4.0,214113.635,0.0
204840,5822,1,9.0,0.0,2,75,1.0,181082.0,0.0
204928,5955,1,9.0,2155123.0,6,75,0.0,0.0,0.0
204936,3541,1,9.0,2401410.0,6,75,2.0,1023.0,0.0
204952,2806,1,19.0,303.0,4,75,0.0,454.0,0.0
204956,4873,1,9.0,617218.0,4,75,6.0,7066.0,0.0
204965,7540,3,17.0,1619863.0,4,75,4.0,199988.0,0.0
204967,4657,3,9.0,100303.0,5,75,0.0,0.0,0.0
204969,7017,1,14.0,1365410.0,4,75,6.0,474200.0,0.0
204970,607,3,9.0,643219.0,4,75,7.0,250489.0,0.0
204972,4795,1,19.0,700.0,5,75,0.0,0.0,0.0
204973,4483,1,17.0,242596.0,4,75,0.0,0.0,0.0
204975,7362,1,9.0,641.0,4,75,1.0,278.0,0.0
204976,5864,1,19.0,9268194.0,6,75,3.0,12458.0,0.0
204977,3954,1,12.0,61081.0,4,75,1.0,6283.0,0.0
204978,5144,3,19.0,35942.0,6,75,5.0,633049.0,0.0
204979,5518,1,17.0,67612.0,3,75,25.0,360517.0,1.0
204980,7227,3,19.0,2978837.0,5,75,3.0,11161.0,0.0
204985,255,3,19.0,190891.0,3,75,12.0,7107795.0,0.0
204991,3464,1,5.0,0.0,2,75,32.0,3332586.0,0.0
204996,6273,1,9.0,0.0,4,75,0.0,0.0,0.0
204998,1832,1,19.0,23241.0,2,75,0.0,0.0,0.0
205001,4726,1,5.0,25998.0,2,75,3.0,37426.0,0.0
205003,6887,3,19.0,273229.0,3,75,0.0,2458.0,0.0
205005,2177,1,3.0,49279.0,3,75,0.0,0.0,0.0
205007,80,1,4.0,946710.0,2,75,3.0,130424.25,0.0
205009,401,1,16.0,39196.0,3,75,6.0,3784060.0,0.0
205014,6787,3,9.0,83176.0,2,75,8.0,7268553.0,0.0
205046,3885,3,12.0,94132.0,4,75,5.0,120720.0,0.0
205099,2278,2,0.0,0.0,2,75,0.0,0.0,0.0
205118,1622,1,15.0,3531751.0,3,76,0.0,64251.0,0.0
205122,7331,1,19.0,2495277.0,6,76,2.0,2891357.9050000003,0.0
205141,3937,1,17.0,2561142.0,5,76,3.0,118797.5,0.0
205145,5262,1,19.0,37096.0,4,76,4.0,313406.0,0.0
205147,6967,1,19.0,1438197.0,5,76,0.0,0.0,0.0
205149,873,1,19.0,3091573.0,4,76,6.0,9320.0,1.0
205150,1199,2,17.0,0.0,6,76,0.0,0.0,0.0
205151,120,3,14.0,686522.0,4,76,17.0,358383.0,0.0
205153,2258,1,19.0,0.0,4,76,0.0,0.0,0.0
205156,2722,3,13.0,48468.0,3,76,2.0,658260.0,0.0
205159,540,1,12.0,309507.0,3,76,2.0,59058.0,0.0
205160,3481,1,17.0,661927.0,5,76,3.0,152276.0,0.0
205163,271,1,9.0,0.0,3,76,2.0,24787.0,0.0
205165,3922,1,17.0,0.0,2,76,1.0,3987.0,0.0
205166,3558,1,9.0,2177550.0,4,76,12.0,4584473.702,0.0
205168,724,3,17.0,1153539.0,3,76,8.0,250319.0,0.0
205171,5482,3,5.0,207488.0,2,76,13.0,2623.687,0.0
205230,6261,2,0.0,0.0,4,76,0.0,0.0,0.0
205231,6619,0,0.0,0.0,2,76,0.0,0.0,0.0
205239,7605,1,17.0,332.0,7,76,4.0,678.0,0.0
205240,5955,1,9.0,2155123.0,6,76,1.0,115919.0,0.0
205258,2801,3,12.0,528040.0,6,76,3.0,335502.0,0.0
205266,1581,3,16.0,130698.0,4,76,3.0,669635.0,0.0
205270,7540,3,17.0,1619863.0,4,76,2.0,26956.0,0.0
205280,594,1,20.0,31778.0,2,76,2.0,173738.0,0.0
205302,2496,1,17.0,0.0,4,76,0.0,0.0,0.0
205305,4,2,13.0,406.0,5,76,0.0,0.0,0.0
205309,687,1,17.0,37426.0,3,76,5.0,3551.0,0.0
205311,1179,3,19.0,301537.0,5,76,9.0,13727.0,0.0
205312,5844,1,17.0,19562357.0,4,76,2.0,488231.03800000006,0.0
205313,4970,3,18.0,1108371.0,4,76,5.0,2235786.0,0.0
205315,4145,1,19.0,1925861.0,5,76,1.0,21792941.099999998,0.0
205322,6413,1,4.0,86851.0,2,76,6.0,1425144.05,0.0
205326,1112,1,19.0,849614.0,4,76,0.0,607.0,0.0
205331,2666,2,19.0,952.0,2,76,2.0,205129.0,0.0
205335,6425,1,11.0,0.0,2,76,3.0,54185.0,0.0
205396,997,1,19.0,0.0,2,76,0.0,803628.0,0.0
205397,1002,1,14.0,1372194.0,3,76,0.0,0.0,0.0
205398,5864,1,19.0,9268194.0,6,76,3.0,86115.0,0.0
205399,3954,1,12.0,61081.0,4,76,3.0,722910.0,0.0
205400,5144,3,19.0,35942.0,6,76,7.0,564298.0,0.0
205403,1040,1,17.0,55277.0,4,76,5.0,18953.0,0.0
205407,5273,2,9.0,205276.0,5,76,4.0,330694.507,0.0
205409,3065,1,19.0,8500.0,3,76,0.0,0.0,0.0
205410,2345,1,4.0,262513.0,4,76,0.0,0.0,0.0
205412,255,3,19.0,190891.0,3,76,10.0,451890.0,0.0
205418,2071,3,19.0,44461.0,3,76,5.0,74884306.76,0.0
205420,923,1,17.0,326252.0,4,76,2.0,35410.0,0.0
205421,1602,1,10.0,0.0,3,76,0.0,1012.0,0.0
205422,7046,1,19.0,0.0,3,76,0.0,0.0,0.0
205424,6887,3,19.0,273229.0,3,76,6.0,11131.0,0.0
205426,4021,1,13.0,0.0,3,76,4.0,164646.0,0.0
205430,1827,1,9.0,44451.0,3,76,1.0,17.0,0.0
205508,4962,3,12.0,167676.0,3,76,178.0,1817907.0,0.0
205539,7043,1,17.0,659983.0,3,76,0.0,0.0,0.0
205540,6006,1,17.0,44373.0,4,76,5.0,81955.0,0.0
205541,5251,1,12.0,111173.0,3,76,4.0,8388362.674,0.0
205542,1819,3,12.0,321913.0,2,76,1.0,19628.0,0.0
205548,5132,1,19.0,19468.0,2,76,1.0,324874.0,0.0
205549,4692,3,12.0,275418.0,2,76,2.0,103596.0,0.0
205550,4876,3,12.0,3247418.0,2,76,2.0,49642.0,0.0
205552,4086,3,5.0,25327.0,2,76,0.0,0.0,0.0
205556,863,3,17.0,1139113.0,3,76,27.0,569178.0,0.0
205560,7257,3,12.0,107658.0,3,76,8.0,147009.0,0.0
205561,3503,1,19.0,236325.0,2,76,3.0,32401.0,0.0
205562,4701,1,19.0,49485.0,2,76,4.0,1001139.0,0.0
205624,6995,1,19.0,0.0,4,76,2.0,11844.0,0.0
205664,3075,1,19.0,1548147.0,6,77,9.0,81170.0,0.0
205674,40,3,19.0,1246894.0,4,77,324.0,1641078.0,0.0
205677,5729,1,19.0,5030264.0,5,77,6.0,81174486.548,0.0
205679,2771,1,15.0,500484.0,5,77,0.0,1241.0,0.0
205683,274,3,19.0,30490.0,2,77,0.0,0.0,0.0
205685,120,3,14.0,686522.0,4,77,13.0,237405.0,0.0
205689,2722,3,13.0,48468.0,3,77,3.0,147789.0,0.0
205691,1057,3,17.0,599636.0,2,77,6.0,535337.0,0.0
205692,6736,3,12.0,287813.0,3,77,2.0,2439.0,0.0
205695,7620,1,5.0,1445.0,2,77,0.0,0.0,0.0
205698,724,3,17.0,1153539.0,3,77,11.0,345410.0,0.0
205701,5534,1,15.0,0.0,4,77,0.0,0.0,0.0
205702,5245,1,11.0,0.0,3,77,0.0,0.0,0.0
205704,2917,1,5.0,5546.0,2,77,0.0,0.0,0.0
205706,251,1,19.0,133447.0,2,77,12.0,46837.0,0.0
205708,1372,1,12.0,1009.0,3,77,0.0,0.0,0.0
205709,5482,3,5.0,207488.0,2,77,8.0,2021.4650000000001,0.0
205774,4962,3,12.0,167676.0,3,77,156.0,2554931.0,0.0
205797,6360,3,17.0,2041635.0,4,77,3.0,14122.0,0.0
205798,3084,2,17.0,125914.0,4,77,5.0,386862.85699999996,0.0
205804,1443,1,9.0,7922812.0,3,77,3.0,1455454.0,0.0
205808,6006,1,17.0,44373.0,4,77,5.0,169206.0,0.0
205816,5132,1,19.0,19468.0,2,77,0.0,0.0,0.0
205818,4692,3,12.0,275418.0,2,77,1.0,51790.0,0.0
205819,4876,3,12.0,3247418.0,2,77,4.0,101268.0,0.0
205820,1470,1,17.0,217162.0,3,77,2.0,36313.0,0.0
205828,3661,3,12.0,273900.0,3,77,10.0,843902.9333,0.0
205830,7257,3,12.0,107658.0,3,77,8.0,17786.0,0.0
205832,4701,1,19.0,49485.0,2,77,2.0,76280.0,0.0
205833,854,1,19.0,931.0,2,77,0.0,0.0,0.0
205928,4369,1,19.0,7897.0,4,77,0.0,0.0,0.0
205933,7540,3,17.0,1619863.0,4,77,3.0,77651.0,0.0
205938,5864,1,19.0,9268194.0,6,77,3.0,5012.0,0.0
205939,3954,1,12.0,61081.0,4,77,9.0,90752.0,0.0
205940,5144,3,19.0,35942.0,6,77,5.0,279848.0,0.0
205941,2835,1,12.0,22629.0,4,77,0.0,0.0,0.0
205942,7227,3,19.0,2978837.0,5,77,1.0,679.0,0.0
205949,4396,1,17.0,43385.0,4,77,4.0,12880.0,0.0
205950,6685,1,5.0,7765.0,2,77,14.0,2489966.0,0.0
205951,7629,3,17.0,3415415.0,5,77,8.0,937576.0,0.0
205952,255,3,19.0,190891.0,3,77,13.0,395701.0,0.0
205953,4166,1,0.0,0.0,4,77,0.0,0.0,0.0
205957,4450,3,9.0,2325953.0,3,77,13.0,121549.0,0.0
205958,923,1,17.0,326252.0,4,77,2.0,11132.0,0.0
205959,1832,1,19.0,23241.0,2,77,0.0,0.0,0.0
205963,5352,1,12.0,1218148.0,3,77,3.0,157932.295,0.0
205965,80,1,4.0,946710.0,2,77,4.0,458372.0,0.0
205969,5214,1,9.0,0.0,3,77,5.0,45907.0,0.0
206056,2496,1,17.0,0.0,4,77,1.0,546.0,0.0
206059,2498,3,18.0,151381.0,3,77,5.0,1085406.0,0.0
206060,4,2,13.0,406.0,5,77,0.0,2727.0,0.0
206063,5566,1,19.0,2360966.0,5,77,0.0,1052.0,0.0
206068,4235,3,9.0,381682.0,4,77,4.0,1165178.0,0.0
206069,1179,3,19.0,301537.0,5,77,16.0,21700.0,0.0
206072,5261,1,12.0,470999.0,2,77,1.0,49753.0,0.0
206073,5844,1,17.0,19562357.0,4,77,2.0,3255711.348,0.0
206075,6723,3,12.0,387783.0,2,77,2.0,77384.0,0.0
206079,1112,1,19.0,849614.0,4,77,1.0,2068239.0,0.0
206116,760,1,9.0,63270.0,3,77,0.0,0.0,0.0
206181,2846,1,12.0,0.0,2,78,0.0,89064.0,0.0
206182,7479,3,12.0,694041.0,6,78,9.0,151398.0,0.0
206199,40,3,19.0,1246894.0,4,78,411.0,2540134.0,0.0
206203,4044,1,1.0,419.0,5,78,0.0,0.0,0.0
206209,120,3,14.0,686522.0,4,78,13.0,128681.0,0.0
206211,3750,3,12.0,901418.0,4,78,5.0,86997.0,0.0
206215,2949,1,17.0,0.0,3,78,0.0,0.0,0.0
206218,540,1,12.0,309507.0,3,78,1.0,13772.0,0.0
206221,3492,1,17.0,0.0,3,78,0.0,0.0,0.0
206225,724,3,17.0,1153539.0,3,78,18.0,3728098.0,0.0
206226,957,1,5.0,2244.0,2,78,1.0,5374.0,0.0
206227,3546,3,12.0,558445.0,3,78,0.0,454195.0,0.0
206232,251,1,19.0,133447.0,2,78,10.0,242839.0,0.0
206234,5482,3,5.0,207488.0,2,78,5.0,1125.1399999999999,0.0
206314,4962,3,12.0,167676.0,3,78,71.0,2010985.0,0.0
206316,1428,1,12.0,553853.0,7,78,3.0,2031.0,0.0
206333,4590,1,19.0,722.0,4,78,0.0,0.0,0.0
206342,2294,3,8.0,641907.0,4,78,4.0,204602.0,0.0
206344,621,1,17.0,3480644.0,3,78,4.0,377760.188,0.0
206345,6006,1,17.0,44373.0,4,78,6.0,1063593.0,0.0
206346,6347,3,19.0,329910.0,4,78,7.0,116758.0,0.0
206347,5251,1,12.0,111173.0,3,78,5.0,13609535.382,0.0
206350,1802,1,17.0,13888.0,3,78,4.0,6208.0,0.0
206353,5132,1,19.0,19468.0,2,78,0.0,0.0,0.0
206354,1470,1,17.0,217162.0,3,78,1.0,36467.0,0.0
206360,648,1,9.0,32327.0,2,78,0.0,0.0,0.0
206362,3661,3,12.0,273900.0,3,78,6.0,3583.8338000000003,0.0
206364,5349,1,20.0,0.0,3,78,0.0,0.0,0.0
206446,3163,3,19.0,6126180.0,6,78,3.0,126449.0,0.0
206466,2496,1,17.0,0.0,4,78,0.0,0.0,0.0
206471,4,2,13.0,406.0,5,78,0.0,0.0,0.0
206472,3185,1,15.0,124250.0,3,78,3.0,6736.0,0.0
206473,5882,1,17.0,199775.0,4,78,3.0,38734.0,0.0
206477,1392,1,17.0,0.0,4,78,0.0,0.0,0.0
206480,1179,3,19.0,301537.0,5,78,5.0,108895.0,0.0
206481,7058,1,15.0,55776.0,4,78,2.0,7873039.616,0.0
206486,5261,1,12.0,470999.0,2,78,1.0,109768.0,0.0
206487,5844,1,17.0,19562357.0,4,78,2.0,880593.5460000001,0.0
206491,6723,3,12.0,387783.0,2,78,2.0,179042.0,0.0
206494,6413,1,4.0,86851.0,2,78,6.0,596251.0,0.0
206498,1112,1,19.0,849614.0,4,78,0.0,5077.0,0.0
206500,4460,3,12.0,274311.0,4,78,2.0,66432.0,0.0
206504,3771,1,9.0,92055.0,2,78,1.0,1930.0,0.0
206551,264,3,16.0,39649.0,3,78,19.0,2108888.0,0.0
206589,2806,1,19.0,303.0,4,78,0.0,765200.0,0.0
206599,1069,1,16.0,1152070.0,5,78,11.0,590542.0,0.0
